"date","country","total_revenue"
"2007-03-02","United States","4.99"
"2007-03-17","United States","3.99"
"2007-03-18","United States","4.99"
"2007-03-19","United States","5.99"
"2007-03-20","United States","2.99"
"2007-03-21","United States","4.99"
"2007-03-21","United States","6.99"
"2007-03-23","United States","2.99"
"2007-03-01","Poland","7.99"
"2007-03-01","Poland","5.99"
"2007-03-01","Poland","4.99"
"2007-03-02","Poland","2.99"
"2007-03-17","Poland","0.99"
"2007-03-17","Poland","2.99"
"2007-03-17","Poland","2.99"
"2007-03-18","Poland","2.99"
"2007-03-18","Poland","2.99"
"2007-03-20","Poland","1.99"
"2007-03-21","Poland","0.99"
"2007-03-23","Poland","6.99"
"2007-03-01","India","4.99"
"2007-03-01","India","3.99"
"2007-03-02","India","2.99"
"2007-03-18","India","4.99"
"2007-03-21","India","0.99"
"2007-03-21","India","4.99"
"2007-03-22","India","2.99"
"2007-03-01","China","2.99"
"2007-03-02","China","2.99"
"2007-03-17","China","8.99"
"2007-03-17","China","0.99"
"2007-03-17","China","6.99"
"2007-03-19","China","2.99"
"2007-03-20","China","2.99"
"2007-03-01","Mexico","8.99"
"2007-03-01","Mexico","3.99"
"2007-03-01","Mexico","6.99"
"2007-03-02","Mexico","4.99"
"2007-03-16","Mexico","4.99"
"2007-03-18","Mexico","0.99"
"2007-03-20","Mexico","4.99"
"2007-03-20","Mexico","5.99"
"2007-03-20","Mexico","4.99"
"2007-03-21","Mexico","2.99"
"2007-03-22","Mexico","2.99"
"2007-03-22","Mexico","2.99"
"2007-03-23","Mexico","6.99"
"2007-03-01","India","1.99"
"2007-03-01","India","0.99"
"2007-03-02","India","3.99"
"2007-03-02","India","2.99"
"2007-03-18","India","3.99"
"2007-03-19","India","2.99"
"2007-03-19","India","8.99"
"2007-03-20","India","8.99"
"2007-03-20","India","0.99"
"2007-03-20","India","7.99"
"2007-03-21","India","7.99"
"2007-03-21","India","4.99"
"2007-03-22","India","2.99"
"2007-03-22","India","2.99"
"2007-03-22","India","2.99"
"2007-03-23","India","3.99"
"2007-03-01","United States","6.99"
"2007-03-02","United States","1.99"
"2007-03-17","United States","4.99"
"2007-03-18","United States","5.99"
"2007-03-18","United States","1.99"
"2007-03-19","United States","3.99"
"2007-03-20","United States","2.99"
"2007-03-20","United States","1.99"
"2007-03-20","United States","0.99"
"2007-03-20","United States","0.99"
"2007-03-21","United States","5.99"
"2007-03-21","United States","2.99"
"2007-03-21","United States","5.99"
"2007-03-21","United States","4.99"
"2007-03-22","United States","2.99"
"2007-03-23","United States","3.99"
"2007-03-01","United States","0.99"
"2007-03-01","United States","2.99"
"2007-03-02","United States","2.99"
"2007-03-17","United States","4.99"
"2007-03-17","United States","3.99"
"2007-03-17","United States","5.99"
"2007-03-18","United States","4.99"
"2007-03-18","United States","4.99"
"2007-03-20","United States","4.99"
"2007-03-23","United States","2.99"
"2007-03-23","United States","3.99"
"2007-03-23","United States","4.99"
"2007-03-02","Nigeria","3.99"
"2007-03-02","Nigeria","4.99"
"2007-03-17","Nigeria","0.99"
"2007-03-17","Nigeria","3.99"
"2007-03-18","Nigeria","5.99"
"2007-03-19","Nigeria","4.99"
"2007-03-20","Nigeria","4.99"
"2007-03-20","Nigeria","4.99"
"2007-03-21","Nigeria","4.99"
"2007-03-21","Nigeria","4.99"
"2007-03-22","Nigeria","10.99"
"2007-03-22","Nigeria","5.99"
"2007-03-01","Turkey","2.99"
"2007-03-01","Turkey","2.99"
"2007-03-01","Turkey","3.99"
"2007-03-02","Turkey","5.99"
"2007-03-16","Turkey","0.99"
"2007-03-18","Turkey","0.99"
"2007-03-20","Turkey","0.99"
"2007-03-20","Turkey","0.99"
"2007-03-21","Turkey","2.99"
"2007-03-21","Turkey","0.99"
"2007-03-22","Turkey","4.99"
"2007-03-23","Turkey","4.99"
"2007-03-02","Iran","6.99"
"2007-03-16","Iran","2.99"
"2007-03-17","Iran","4.99"
"2007-03-19","Iran","2.99"
"2007-03-19","Iran","4.99"
"2007-03-19","Iran","7.99"
"2007-03-19","Iran","2.99"
"2007-03-20","Iran","4.99"
"2007-03-21","Iran","2.99"
"2007-03-21","Iran","3.99"
"2007-03-21","Iran","5.99"
"2007-03-21","Iran","4.99"
"2007-03-23","Iran","6.99"
"2007-03-23","Iran","2.99"
"2007-03-01","Nigeria","9.99"
"2007-03-02","Nigeria","4.99"
"2007-03-16","Nigeria","2.99"
"2007-03-17","Nigeria","4.99"
"2007-03-19","Nigeria","5.99"
"2007-03-19","Nigeria","9.99"
"2007-03-19","Nigeria","4.99"
"2007-03-20","Nigeria","4.99"
"2007-03-22","Nigeria","2.99"
"2007-03-22","Nigeria","4.99"
"2007-03-23","Nigeria","5.99"
"2007-03-23","Nigeria","5.99"
"2007-03-20","China","2.99"
"2007-03-21","China","1.99"
"2007-03-02","Puerto Rico","2.99"
"2007-03-19","Puerto Rico","2.99"
"2007-03-20","Puerto Rico","2.99"
"2007-03-23","Puerto Rico","4.99"
"2007-03-17","China","0.99"
"2007-03-17","China","2.99"
"2007-03-17","China","0.99"
"2007-03-18","China","6.99"
"2007-03-19","China","2.99"
"2007-03-23","China","2.99"
"2007-03-01","Nigeria","7.99"
"2007-03-01","Nigeria","4.99"
"2007-03-17","Nigeria","3.99"
"2007-03-20","Nigeria","5.99"
"2007-03-21","Nigeria","4.99"
"2007-03-21","Nigeria","4.99"
"2007-03-22","Nigeria","4.99"
"2007-03-22","Nigeria","3.99"
"2007-03-01","Japan","5.99"
"2007-03-01","Japan","2.99"
"2007-03-01","Japan","4.99"
"2007-03-17","Japan","8.99"
"2007-03-18","Japan","0.99"
"2007-03-18","Japan","0.99"
"2007-03-18","Japan","9.99"
"2007-03-19","Japan","7.99"
"2007-03-22","Japan","0.99"
"2007-03-23","Japan","4.99"
"2007-03-17","Nigeria","0.99"
"2007-03-18","Nigeria","0.99"
"2007-03-18","Nigeria","0.99"
"2007-03-20","Nigeria","5.99"
"2007-03-20","Nigeria","4.99"
"2007-03-22","Nigeria","0.99"
"2007-03-23","Nigeria","4.99"
"2007-03-01","India","2.99"
"2007-03-01","India","4.99"
"2007-03-02","India","4.99"
"2007-03-17","India","4.99"
"2007-03-19","India","2.99"
"2007-03-21","India","6.99"
"2007-03-22","India","1.99"
"2007-03-22","India","4.99"
"2007-03-22","India","0.99"
"2007-03-23","India","2.99"
"2007-03-02","Mexico","9.99"
"2007-03-17","Mexico","2.99"
"2007-03-17","Mexico","1.99"
"2007-03-19","Mexico","2.99"
"2007-03-19","Mexico","0.99"
"2007-03-19","Mexico","2.99"
"2007-03-20","Mexico","0.99"
"2007-03-21","Mexico","0.99"
"2007-03-22","Mexico","2.99"
"2007-03-22","Mexico","2.99"
"2007-03-01","Hong Kong","7.99"
"2007-03-17","Hong Kong","1.99"
"2007-03-17","Hong Kong","0.99"
"2007-03-18","Hong Kong","7.99"
"2007-03-19","Hong Kong","0.99"
"2007-03-19","Hong Kong","0.99"
"2007-03-19","Hong Kong","9.99"
"2007-03-19","Hong Kong","5.99"
"2007-03-20","Hong Kong","6.99"
"2007-03-20","Hong Kong","0.99"
"2007-03-21","Hong Kong","4.99"
"2007-03-22","Hong Kong","4.99"
"2007-03-02","Venezuela","2.99"
"2007-03-17","Venezuela","6.99"
"2007-03-18","Venezuela","3.99"
"2007-03-18","Venezuela","4.99"
"2007-03-19","Venezuela","1.99"
"2007-03-19","Venezuela","2.99"
"2007-03-20","Venezuela","2.99"
"2007-03-01","United States","4.99"
"2007-03-02","United States","0.99"
"2007-03-20","United States","5.99"
"2007-03-21","United States","4.99"
"2007-03-23","United States","3.99"
"2007-03-02","United Arab Emirates","4.99"
"2007-03-18","United Arab Emirates","10.99"
"2007-03-20","United Arab Emirates","2.99"
"2007-03-21","United Arab Emirates","0.99"
"2007-03-22","United Arab Emirates","4.99"
"2007-03-22","United Arab Emirates","2.99"
"2007-03-02","Spain","1.99"
"2007-03-17","Spain","2.99"
"2007-03-19","Spain","6.99"
"2007-03-19","Spain","2.99"
"2007-03-20","Spain","5.99"
"2007-03-20","Spain","4.99"
"2007-03-21","Spain","6.99"
"2007-03-22","Spain","4.99"
"2007-03-22","Spain","8.99"
"2007-03-23","Spain","7.99"
"2007-03-23","Spain","5.99"
"2007-03-01","United States","6.99"
"2007-03-01","United States","2.99"
"2007-03-01","United States","4.99"
"2007-03-02","United States","2.99"
"2007-03-02","United States","2.99"
"2007-03-17","United States","4.99"
"2007-03-17","United States","2.99"
"2007-03-18","United States","5.99"
"2007-03-21","United States","2.99"
"2007-03-21","United States","7.99"
"2007-03-23","United States","5.99"
"2007-03-01","Russian Federation","3.99"
"2007-03-02","Russian Federation","4.99"
"2007-03-17","Russian Federation","5.99"
"2007-03-17","Russian Federation","4.99"
"2007-03-18","Russian Federation","0.99"
"2007-03-21","Russian Federation","0.99"
"2007-03-21","Russian Federation","6.99"
"2007-03-21","Russian Federation","6.99"
"2007-03-17","India","4.99"
"2007-03-17","India","4.99"
"2007-03-18","India","3.99"
"2007-03-19","India","2.99"
"2007-03-20","India","2.99"
"2007-03-20","India","4.99"
"2007-03-20","India","1.99"
"2007-03-21","India","7.99"
"2007-03-22","India","2.99"
"2007-03-23","India","7.99"
"2007-03-01","India","4.99"
"2007-03-02","India","0.99"
"2007-03-02","India","0.99"
"2007-03-17","India","4.99"
"2007-03-17","India","2.99"
"2007-03-17","India","0.99"
"2007-03-18","India","10.99"
"2007-03-19","India","2.99"
"2007-03-20","India","4.99"
"2007-03-20","India","1.99"
"2007-03-21","India","5.99"
"2007-03-23","India","2.99"
"2007-03-23","India","4.99"
"2007-03-01","Finland","6.99"
"2007-03-02","Finland","0.99"
"2007-03-02","Finland","6.99"
"2007-03-17","Finland","0.99"
"2007-03-18","Finland","8.99"
"2007-03-19","Finland","0.99"
"2007-03-19","Finland","4.99"
"2007-03-21","Finland","0.99"
"2007-03-22","Finland","3.99"
"2007-03-22","Finland","4.99"
"2007-03-23","Finland","4.99"
"2007-03-01","Japan","2.99"
"2007-03-17","Japan","6.99"
"2007-03-17","Japan","5.99"
"2007-03-17","Japan","0.99"
"2007-03-19","Japan","4.99"
"2007-03-21","Japan","0.99"
"2007-03-21","Japan","3.99"
"2007-03-22","Japan","4.99"
"2007-03-22","Japan","6.99"
"2007-03-02","India","4.99"
"2007-03-18","India","2.99"
"2007-03-18","India","5.99"
"2007-03-19","India","3.99"
"2007-03-19","India","0.99"
"2007-03-20","India","6.99"
"2007-03-20","India","5.99"
"2007-03-21","India","7.99"
"2007-03-21","India","9.99"
"2007-03-22","India","2.99"
"2007-03-23","India","5.99"
"2007-03-01","Russian Federation","0.99"
"2007-03-19","Russian Federation","5.99"
"2007-03-20","Russian Federation","2.99"
"2007-03-22","Russian Federation","10.99"
"2007-03-22","Russian Federation","1.99"
"2007-03-01","China","0.99"
"2007-03-17","China","7.99"
"2007-03-18","China","4.99"
"2007-03-19","China","2.99"
"2007-03-20","China","2.99"
"2007-03-20","China","4.99"
"2007-03-21","China","3.99"
"2007-03-23","China","2.99"
"2007-03-23","China","5.99"
"2007-03-23","China","0.99"
"2007-03-23","China","6.99"
"2007-03-02","Yemen","4.99"
"2007-03-17","Yemen","2.99"
"2007-03-17","Yemen","2.99"
"2007-03-17","Yemen","0.99"
"2007-03-18","Yemen","0.99"
"2007-03-18","Yemen","2.99"
"2007-03-21","Yemen","5.99"
"2007-03-21","Yemen","4.99"
"2007-03-23","Yemen","3.99"
"2007-03-01","Peru","0.99"
"2007-03-17","Peru","4.99"
"2007-03-18","Peru","5.99"
"2007-03-20","Peru","3.99"
"2007-03-20","Peru","0.99"
"2007-03-22","Peru","4.99"
"2007-03-22","Peru","4.99"
"2007-03-01","United States","4.99"
"2007-03-02","United States","4.99"
"2007-03-02","United States","2.99"
"2007-03-02","United States","5.99"
"2007-03-17","United States","3.99"
"2007-03-18","United States","3.99"
"2007-03-19","United States","0.99"
"2007-03-20","United States","4.99"
"2007-03-22","United States","2.99"
"2007-03-23","United States","6.99"
"2007-03-01","Malaysia","5.99"
"2007-03-02","Malaysia","4.99"
"2007-03-02","Malaysia","0.99"
"2007-03-17","Malaysia","6.99"
"2007-03-17","Malaysia","0.99"
"2007-03-18","Malaysia","7.99"
"2007-03-19","Malaysia","2.99"
"2007-03-20","Malaysia","4.99"
"2007-03-20","Malaysia","5.99"
"2007-03-20","Malaysia","0.99"
"2007-03-20","Malaysia","4.99"
"2007-03-22","Malaysia","2.99"
"2007-03-23","Malaysia","7.99"
"2007-03-01","Brazil","0.99"
"2007-03-01","Brazil","2.99"
"2007-03-02","Brazil","7.99"
"2007-03-18","Brazil","4.99"
"2007-03-19","Brazil","6.99"
"2007-03-21","Brazil","0.99"
"2007-03-23","Brazil","4.99"
"2007-03-01","United States","2.99"
"2007-03-01","United States","0.99"
"2007-03-01","United States","4.99"
"2007-03-17","United States","2.99"
"2007-03-17","United States","4.99"
"2007-03-18","United States","3.99"
"2007-03-18","United States","6.99"
"2007-03-19","United States","6.99"
"2007-03-20","United States","2.99"
"2007-03-22","United States","2.99"
"2007-03-22","United States","4.99"
"2007-03-23","United States","4.99"
"2007-03-23","United States","2.99"
"2007-03-01","Italy","2.99"
"2007-03-01","Italy","0.99"
"2007-03-01","Italy","2.99"
"2007-03-17","Italy","6.99"
"2007-03-19","Italy","5.99"
"2007-03-20","Italy","0.99"
"2007-03-20","Italy","4.99"
"2007-03-22","Italy","5.99"
"2007-03-22","Italy","4.99"
"2007-03-02","Brazil","2.99"
"2007-03-18","Brazil","4.99"
"2007-03-18","Brazil","7.99"
"2007-03-19","Brazil","4.99"
"2007-03-22","Brazil","5.99"
"2007-03-01","Russian Federation","4.99"
"2007-03-19","Russian Federation","2.99"
"2007-03-19","Russian Federation","0.99"
"2007-03-19","Russian Federation","1.99"
"2007-03-21","Russian Federation","4.99"
"2007-03-23","Russian Federation","9.99"
"2007-03-23","Russian Federation","8.99"
"2007-03-01","Saudi Arabia","2.99"
"2007-03-02","Saudi Arabia","0.99"
"2007-03-17","Saudi Arabia","5.99"
"2007-03-18","Saudi Arabia","2.99"
"2007-03-19","Saudi Arabia","0.99"
"2007-03-21","Saudi Arabia","2.99"
"2007-03-21","Saudi Arabia","3.99"
"2007-03-22","Saudi Arabia","4.99"
"2007-03-23","Saudi Arabia","6.99"
"2007-03-01","China","5.99"
"2007-03-02","China","7.99"
"2007-03-17","China","2.99"
"2007-03-17","China","2.99"
"2007-03-21","China","2.99"
"2007-03-21","China","4.99"
"2007-03-22","China","2.99"
"2007-03-22","China","0.99"
"2007-03-23","China","6.99"
"2007-03-17","Brazil","3.99"
"2007-03-18","Brazil","0.99"
"2007-03-19","Brazil","3.99"
"2007-03-19","Brazil","2.99"
"2007-03-20","Brazil","3.99"
"2007-03-21","Brazil","4.99"
"2007-03-21","Brazil","4.99"
"2007-03-21","Brazil","4.99"
"2007-03-21","Brazil","4.99"
"2007-03-22","Brazil","5.99"
"2007-03-23","Brazil","3.99"
"2007-03-02","Israel","0.99"
"2007-03-17","Israel","2.99"
"2007-03-20","Israel","2.99"
"2007-03-21","Israel","2.99"
"2007-03-23","Israel","6.99"
"2007-03-01","India","7.99"
"2007-03-17","India","0.99"
"2007-03-18","India","0.99"
"2007-03-18","India","2.99"
"2007-03-19","India","5.99"
"2007-03-21","India","2.99"
"2007-03-23","India","2.99"
"2007-03-01","Faroe Islands","2.99"
"2007-03-17","Faroe Islands","2.99"
"2007-03-17","Faroe Islands","7.99"
"2007-03-18","Faroe Islands","2.99"
"2007-03-19","Faroe Islands","4.99"
"2007-03-20","Faroe Islands","5.99"
"2007-03-21","Faroe Islands","0.99"
"2007-03-21","Faroe Islands","2.99"
"2007-03-21","Faroe Islands","4.99"
"2007-03-22","Faroe Islands","2.99"
"2007-03-22","Faroe Islands","4.99"
"2007-03-21","Poland","2.99"
"2007-03-17","Mexico","0.99"
"2007-03-17","Mexico","0.99"
"2007-03-17","Mexico","6.99"
"2007-03-17","Mexico","2.99"
"2007-03-17","Mexico","4.99"
"2007-03-18","Mexico","8.99"
"2007-03-20","Mexico","3.99"
"2007-03-22","Mexico","4.99"
"2007-03-22","Mexico","5.99"
"2007-03-02","American Samoa","0.99"
"2007-03-16","American Samoa","2.99"
"2007-03-21","American Samoa","0.99"
"2007-03-22","American Samoa","2.99"
"2007-03-17","Nepal","2.99"
"2007-03-17","Nepal","6.99"
"2007-03-17","Nepal","7.99"
"2007-03-18","Nepal","4.99"
"2007-03-20","Nepal","6.99"
"2007-03-23","Nepal","6.99"
"2007-03-23","Nepal","5.99"
"2007-03-02","Argentina","4.99"
"2007-03-02","Argentina","0.99"
"2007-03-19","Argentina","4.99"
"2007-03-20","Argentina","9.99"
"2007-03-20","Argentina","4.99"
"2007-03-22","Argentina","0.99"
"2007-03-23","Argentina","8.99"
"2007-03-01","Mexico","0.99"
"2007-03-02","Mexico","3.99"
"2007-03-16","Mexico","0.99"
"2007-03-17","Mexico","4.99"
"2007-03-17","Mexico","2.99"
"2007-03-19","Mexico","5.99"
"2007-03-21","Mexico","2.99"
"2007-03-22","Mexico","3.99"
"2007-03-22","Mexico","4.99"
"2007-03-23","Mexico","0.99"
"2007-03-17","China","2.99"
"2007-03-17","China","6.99"
"2007-03-18","China","2.99"
"2007-03-19","China","0.99"
"2007-03-19","China","2.99"
"2007-03-21","China","8.99"
"2007-03-21","China","7.99"
"2007-03-22","China","4.99"
"2007-03-01","Brazil","4.99"
"2007-03-01","Brazil","0.99"
"2007-03-17","Brazil","4.99"
"2007-03-18","Brazil","3.99"
"2007-03-19","Brazil","4.99"
"2007-03-21","Brazil","3.99"
"2007-03-21","Brazil","5.99"
"2007-03-22","Brazil","0.99"
"2007-03-01","Saint Vincent and the Grenadines","0.99"
"2007-03-02","Saint Vincent and the Grenadines","4.99"
"2007-03-02","Saint Vincent and the Grenadines","0.99"
"2007-03-02","Saint Vincent and the Grenadines","2.99"
"2007-03-02","Saint Vincent and the Grenadines","4.99"
"2007-03-19","Saint Vincent and the Grenadines","2.99"
"2007-03-01","Turkey","0.99"
"2007-03-02","Turkey","4.99"
"2007-03-17","Turkey","6.99"
"2007-03-17","Turkey","0.99"
"2007-03-19","Turkey","2.99"
"2007-03-19","Turkey","4.99"
"2007-03-19","Turkey","0.99"
"2007-03-22","Turkey","4.99"
"2007-03-22","Turkey","3.99"
"2007-03-22","Turkey","2.99"
"2007-03-23","Turkey","5.99"
"2007-03-23","Turkey","9.99"
"2007-03-23","Turkey","7.99"
"2007-03-02","Indonesia","2.99"
"2007-03-17","Indonesia","4.99"
"2007-03-18","Indonesia","0.99"
"2007-03-20","Indonesia","2.99"
"2007-03-20","Indonesia","7.99"
"2007-03-20","Indonesia","3.99"
"2007-03-21","Indonesia","3.99"
"2007-03-21","Indonesia","3.99"
"2007-03-22","Indonesia","2.99"
"2007-03-22","Indonesia","4.99"
"2007-03-23","Indonesia","0.99"
"2007-03-01","Bangladesh","7.99"
"2007-03-01","Bangladesh","0.99"
"2007-03-02","Bangladesh","2.99"
"2007-03-02","Bangladesh","3.99"
"2007-03-17","Bangladesh","0.99"
"2007-03-18","Bangladesh","6.99"
"2007-03-20","Bangladesh","8.99"
"2007-03-22","Bangladesh","4.99"
"2007-03-22","Bangladesh","4.99"
"2007-03-22","Bangladesh","2.99"
"2007-03-02","United States","3.99"
"2007-03-17","United States","2.99"
"2007-03-18","United States","2.99"
"2007-03-18","United States","4.99"
"2007-03-19","United States","0.99"
"2007-03-02","Argentina","5.99"
"2007-03-02","Argentina","2.99"
"2007-03-18","Argentina","4.99"
"2007-03-20","Argentina","0.99"
"2007-03-21","Argentina","7.99"
"2007-03-21","Argentina","1.99"
"2007-03-22","Argentina","2.99"
"2007-03-22","Argentina","3.99"
"2007-03-23","Argentina","2.99"
"2007-03-01","Bangladesh","0.99"
"2007-03-01","Bangladesh","0.99"
"2007-03-02","Bangladesh","5.99"
"2007-03-16","Bangladesh","2.99"
"2007-03-18","Bangladesh","4.99"
"2007-03-20","Bangladesh","2.99"
"2007-03-21","Bangladesh","4.99"
"2007-03-22","Bangladesh","0.99"
"2007-03-22","Bangladesh","3.99"
"2007-03-01","Azerbaijan","4.99"
"2007-03-18","Azerbaijan","6.99"
"2007-03-18","Azerbaijan","0.99"
"2007-03-20","Azerbaijan","3.99"
"2007-03-20","Azerbaijan","4.99"
"2007-03-20","Azerbaijan","4.99"
"2007-03-21","Azerbaijan","2.99"
"2007-03-22","Azerbaijan","2.99"
"2007-03-22","Azerbaijan","4.99"
"2007-03-01","Azerbaijan","4.99"
"2007-03-01","Azerbaijan","2.99"
"2007-03-01","Azerbaijan","1.99"
"2007-03-02","Azerbaijan","7.99"
"2007-03-18","Azerbaijan","4.99"
"2007-03-19","Azerbaijan","4.99"
"2007-03-20","Azerbaijan","2.99"
"2007-03-21","Azerbaijan","0.99"
"2007-03-22","Azerbaijan","7.99"
"2007-03-23","Azerbaijan","0.99"
"2007-03-23","Azerbaijan","4.99"
"2007-03-23","Azerbaijan","3.99"
"2007-03-01","Tunisia","4.99"
"2007-03-19","Tunisia","0.99"
"2007-03-20","Tunisia","1.99"
"2007-03-20","Tunisia","2.99"
"2007-03-22","Tunisia","4.99"
"2007-03-22","Tunisia","0.99"
"2007-03-17","India","2.99"
"2007-03-18","India","8.99"
"2007-03-18","India","0.99"
"2007-03-19","India","3.99"
"2007-03-19","India","0.99"
"2007-03-20","India","4.99"
"2007-03-21","India","2.99"
"2007-03-22","India","10.99"
"2007-03-23","India","2.99"
"2007-03-01","Japan","0.99"
"2007-03-01","Japan","0.99"
"2007-03-02","Japan","2.99"
"2007-03-17","Japan","3.99"
"2007-03-18","Japan","6.99"
"2007-03-19","Japan","6.99"
"2007-03-20","Japan","4.99"
"2007-03-20","Japan","3.99"
"2007-03-20","Japan","5.99"
"2007-03-22","Japan","4.99"
"2007-03-22","Japan","4.99"
"2007-03-01","South Africa","2.99"
"2007-03-01","South Africa","0.99"
"2007-03-02","South Africa","4.99"
"2007-03-17","South Africa","4.99"
"2007-03-17","South Africa","5.99"
"2007-03-17","South Africa","2.99"
"2007-03-19","South Africa","3.99"
"2007-03-21","South Africa","2.99"
"2007-03-22","South Africa","0.99"
"2007-03-22","South Africa","6.99"
"2007-03-01","China","3.99"
"2007-03-02","China","4.99"
"2007-03-16","China","2.99"
"2007-03-17","China","3.99"
"2007-03-17","China","5.99"
"2007-03-18","China","0.99"
"2007-03-19","China","3.99"
"2007-03-20","China","5.99"
"2007-03-20","China","0.99"
"2007-03-21","China","4.99"
"2007-03-21","China","3.99"
"2007-03-01","Vietnam","2.99"
"2007-03-01","Vietnam","8.99"
"2007-03-01","Vietnam","3.99"
"2007-03-01","Vietnam","0.99"
"2007-03-02","Vietnam","0.99"
"2007-03-18","Vietnam","4.99"
"2007-03-19","Vietnam","1.99"
"2007-03-19","Vietnam","2.99"
"2007-03-19","Vietnam","2.99"
"2007-03-21","Vietnam","4.99"
"2007-03-21","Vietnam","0.99"
"2007-03-22","Vietnam","2.99"
"2007-03-22","Vietnam","2.99"
"2007-03-22","Vietnam","9.99"
"2007-03-01","Netherlands","0.99"
"2007-03-02","Netherlands","6.99"
"2007-03-17","Netherlands","2.99"
"2007-03-19","Netherlands","0.99"
"2007-03-19","Netherlands","8.99"
"2007-03-20","Netherlands","4.99"
"2007-03-21","Netherlands","4.99"
"2007-03-22","Netherlands","0.99"
"2007-03-23","Netherlands","6.99"
"2007-03-01","Brazil","4.99"
"2007-03-02","Brazil","2.99"
"2007-03-02","Brazil","0.99"
"2007-03-16","Brazil","0.99"
"2007-03-17","Brazil","6.99"
"2007-03-18","Brazil","4.99"
"2007-03-18","Brazil","2.99"
"2007-03-18","Brazil","4.99"
"2007-03-19","Brazil","4.99"
"2007-03-20","Brazil","4.99"
"2007-03-20","Brazil","2.99"
"2007-03-20","Brazil","4.99"
"2007-03-20","Brazil","2.99"
"2007-03-21","Brazil","0.99"
"2007-03-21","Brazil","8.99"
"2007-03-23","Brazil","4.99"
"2007-03-23","Brazil","3.99"
"2007-03-01","Mexico","0.99"
"2007-03-02","Mexico","0.99"
"2007-03-17","Mexico","2.99"
"2007-03-19","Mexico","4.99"
"2007-03-20","Mexico","3.99"
"2007-03-20","Mexico","0.99"
"2007-03-23","Mexico","5.99"
"2007-03-02","Tonga","5.99"
"2007-03-18","Tonga","5.99"
"2007-03-19","Tonga","4.99"
"2007-03-19","Tonga","3.99"
"2007-03-21","Tonga","0.99"
"2007-03-21","Tonga","0.99"
"2007-03-22","Tonga","2.99"
"2007-03-02","Paraguay","4.99"
"2007-03-17","Paraguay","2.99"
"2007-03-18","Paraguay","4.99"
"2007-03-18","Paraguay","4.99"
"2007-03-21","Paraguay","10.99"
"2007-03-23","Paraguay","4.99"
"2007-03-01","Russian Federation","5.99"
"2007-03-01","Russian Federation","3.99"
"2007-03-01","Russian Federation","0.99"
"2007-03-02","Russian Federation","4.99"
"2007-03-02","Russian Federation","4.99"
"2007-03-02","Russian Federation","2.99"
"2007-03-22","Russian Federation","5.99"
"2007-03-22","Russian Federation","2.99"
"2007-03-23","Russian Federation","0.99"
"2007-03-23","Russian Federation","8.99"
"2007-03-23","Russian Federation","5.99"
"2007-03-23","Russian Federation","0.99"
"2007-03-17","Latvia","8.99"
"2007-03-18","Latvia","2.99"
"2007-03-18","Latvia","10.99"
"2007-03-19","Latvia","5.99"
"2007-03-22","Latvia","4.99"
"2007-03-22","Latvia","2.99"
"2007-03-22","Latvia","2.99"
"2007-03-23","Latvia","4.99"
"2007-03-01","Taiwan","2.99"
"2007-03-02","Taiwan","2.99"
"2007-03-02","Taiwan","2.99"
"2007-03-02","Taiwan","7.99"
"2007-03-18","Taiwan","2.99"
"2007-03-19","Taiwan","5.99"
"2007-03-19","Taiwan","4.99"
"2007-03-19","Taiwan","2.99"
"2007-03-20","Taiwan","5.99"
"2007-03-20","Taiwan","0.99"
"2007-03-20","Taiwan","1.99"
"2007-03-20","Taiwan","3.99"
"2007-03-22","Taiwan","7.99"
"2007-03-23","Taiwan","0.99"
"2007-03-23","Taiwan","4.99"
"2007-03-02","Philippines","4.99"
"2007-03-02","Philippines","4.99"
"2007-03-02","Philippines","8.99"
"2007-03-17","Philippines","3.99"
"2007-03-19","Philippines","4.99"
"2007-03-20","Philippines","4.99"
"2007-03-21","Philippines","6.99"
"2007-03-21","Philippines","6.99"
"2007-03-22","Philippines","4.99"
"2007-03-23","Philippines","6.99"
"2007-03-23","Philippines","5.99"
"2007-03-16","Russian Federation","0.99"
"2007-03-17","Russian Federation","6.99"
"2007-03-17","Russian Federation","6.99"
"2007-03-17","Russian Federation","0.99"
"2007-03-18","Russian Federation","6.99"
"2007-03-18","Russian Federation","2.99"
"2007-03-19","Russian Federation","0.99"
"2007-03-23","Russian Federation","1.99"
"2007-03-23","Russian Federation","0.99"
"2007-03-01","Russian Federation","2.99"
"2007-03-02","Russian Federation","0.99"
"2007-03-21","Russian Federation","6.99"
"2007-03-22","Russian Federation","4.99"
"2007-03-23","Russian Federation","4.99"
"2007-03-23","Russian Federation","2.99"
"2007-03-23","Russian Federation","2.99"
"2007-03-17","Cameroon","5.99"
"2007-03-17","Cameroon","6.99"
"2007-03-17","Cameroon","0.99"
"2007-03-18","Cameroon","5.99"
"2007-03-18","Cameroon","2.99"
"2007-03-21","Cameroon","4.99"
"2007-03-22","Cameroon","0.99"
"2007-03-02","Mexico","0.99"
"2007-03-02","Mexico","4.99"
"2007-03-17","Mexico","4.99"
"2007-03-19","Mexico","5.99"
"2007-03-20","Mexico","0.99"
"2007-03-21","Mexico","4.99"
"2007-03-23","Mexico","1.99"
"2007-03-23","Mexico","0.99"
"2007-03-23","Mexico","2.99"
"2007-03-01","Brazil","6.99"
"2007-03-18","Brazil","6.99"
